word	key	frequency_level	spelling_region	pos_code	lemma	source
accoutring	accoutring	60	英式-ise;英式-ize	vg	accoutre	ESDB
acculturate	acculturate	60	通用	v0	acculturate	ESDB
acculturated	acculturated	60	通用	vd	acculturate	ESDB
acculturates	acculturates	60	通用	vs	acculturate	ESDB
acculturating	acculturating	60	通用	vg	acculturate	ESDB
accumulator's	accumulator's	60	通用	np	accumulator	ESDB
accumulators	accumulators	60	通用	ns	accumulator	ESDB
accursedness	accursedness	60	通用	n0	accursedness	ESDB
acerbate	acerbate	60	通用	v0	acerbate	ESDB
acerbated	acerbated	60	通用	vd	acerbate	ESDB
acerbates	acerbates	60	通用	vs	acerbate	ESDB
acerbating	acerbating	60	通用	vg	acerbate	ESDB
acerbically	acerbically	60	通用	av0	acerbically	ESDB
acetonic	acetonic	60	通用	aj0	acetonic	ESDB
acetyl	acetyl	60	通用	n0	acetyl	ESDB
achene	achene	60	通用	n0	achene	ESDB
achenes	achenes	60	通用	ns	achene	ESDB
achingly	achingly	60	通用	av0	achingly	ESDB
acidification	acidification	60	通用	n0	acidification	ESDB
acidosis	acidosis	60	通用	n0	acidosis	ESDB
acquaintanceship	acquaintanceship	60	通用	n0	acquaintanceship	ESDB
acquiescently	acquiescently	60	通用	av0	acquiescently	ESDB
acquirer	acquirer	60	通用	n0	acquirer	ESDB
acquirers	acquirers	60	通用	ns	acquirer	ESDB
acquisitively	acquisitively	60	通用	av0	acquisitively	ESDB
acridity	acridity	60	通用	n0	acridity	ESDB
acridly	acridly	60	通用	av0	acridly	ESDB
acridness	acridness	60	通用	n0	acridness	ESDB
acrimoniously	acrimoniously	60	通用	av0	acrimoniously	ESDB
acrimoniousness	acrimoniousness	60	通用	n0	acrimoniousness	ESDB
acrobatically	acrobatically	60	通用	av0	acrobatically	ESDB
acrophobia	acrophobia	60	通用	n0	acrophobia	ESDB
acropolis	acropolis	60	通用	n0	acropolis	ESDB
acropolises	acropolises	60	通用	ns	acropolis	ESDB
acrylamide	acrylamide	60	通用	n0	acrylamide	ESDB
activator	activator	60	通用	n0	activator	ESDB
activators	activators	60	通用	ns	activator	ESDB
activeness	activeness	60	通用	n0	activeness	ESDB
actuation	actuation	60	通用	n0	actuation	ESDB
acupressure	acupressure	60	通用	n0	acupressure	ESDB
acyclovir	acyclovir	60	通用	n0	acyclovir	ESDB
acyl	acyl	60	通用	n0	acyl	ESDB
adaption	adaption	60	通用	n0	adaption	ESDB
adaptions	adaptions	60	通用	ns	adaption	ESDB
addable	addable	60	通用	aj0	addable	ESDB
adenine	adenine	60	通用	n0	adenine	ESDB
adenocarcinoma	adenocarcinoma	60	通用	n0	adenocarcinoma	ESDB
adenocarcinomas	adenocarcinomas	60	通用	ns	adenocarcinoma	ESDB
adenoid	adenoid	60	通用	aj0;n0	adenoid	ESDB
adequateness	adequateness	60	通用	n0	adequateness	ESDB
adhesiveness	adhesiveness	60	通用	n0	adhesiveness	ESDB
adjacency	adjacency	60	通用	n0	adjacency	ESDB
adjudicative	adjudicative	60	通用	aj0	adjudicative	ESDB
adjudicatory	adjudicatory	60	通用	aj0	adjudicatory	ESDB
adjustability	adjustability	60	通用	n0	adjustability	ESDB
admin	admin	60	通用	n0	admin	ESDB
admissibly	admissibly	60	通用	av0	admissibly	ESDB
admix	admix	60	通用	v0	admix	ESDB
admixed	admixed	60	通用	vd	admix	ESDB
admixes	admixes	60	通用	vs	admix	ESDB
admixing	admixing	60	通用	vg	admix	ESDB
adobo	adobo	60	通用	n0	adobo	ESDB
adoptable	adoptable	60	通用	aj0	adoptable	ESDB
adoptee	adoptee	60	通用	n0	adoptee	ESDB
adoptees	adoptees	60	通用	ns	adoptee	ESDB
adopter	adopter	60	通用	n0	adopter	ESDB
adopter's	adopter's	60	通用	np	adopter	ESDB
adopters	adopters	60	通用	ns	adopter	ESDB
adorableness	adorableness	60	通用	n0	adorableness	ESDB
adorer	adorer	60	通用	n0	adorer	ESDB
adorer's	adorer's	60	通用	np	adorer	ESDB
adorers	adorers	60	通用	ns	adorer	ESDB
adrenergic	adrenergic	60	通用	aj0	adrenergic	ESDB
adsorb	adsorb	60	通用	v0	adsorb	ESDB
adsorbed	adsorbed	60	通用	vd	adsorb	ESDB
adsorbent	adsorbent	60	通用	aj0;n0	adsorbent	ESDB
adsorbents	adsorbents	60	通用	ns	adsorbent	ESDB
adsorbing	adsorbing	60	通用	vg	adsorb	ESDB
adsorbs	adsorbs	60	通用	vs	adsorb	ESDB
adsorption	adsorption	60	通用	n0	adsorption	ESDB
adsorptions	adsorptions	60	通用	ns	adsorption	ESDB
adulator	adulator	60	通用	n0	adulator	ESDB
adulator's	adulator's	60	通用	np	adulator	ESDB
adulators	adulators	60	通用	ns	adulator	ESDB
adulatory	adulatory	60	通用	aj0	adulatory	ESDB
adventitiously	adventitiously	60	通用	av0	adventitiously	ESDB
adventurism	adventurism	60	通用	n0	adventurism	ESDB
adventurist	adventurist	60	通用	n0	adventurist	ESDB
adventurists	adventurists	60	通用	ns	adventurist	ESDB
adventurousness	adventurousness	60	通用	n0	adventurousness	ESDB
adverbially	adverbially	60	通用	av0	adverbially	ESDB
adverseness	adverseness	60	通用	n0	adverseness	ESDB
advertorial	advertorial	60	通用	n0	advertorial	ESDB
advertorials	advertorials	60	通用	ns	advertorial	ESDB
advisably	advisably	60	通用	av0	advisably	ESDB
aerially	aerially	60	通用	av0	aerially	ESDB
aerobatic	aerobatic	60	通用	aj0	aerobatic	ESDB
aerobically	aerobically	60	通用	av0	aerobically	ESDB
aerodrome	aerodrome	60	通用	n0	aerodrome	ESDB
aerodromes	aerodromes	60	通用	ns	aerodrome	ESDB
aerogram	aerogram	60	通用	n0	aerogram	ESDB
aerograms	aerograms	60	通用	ns	aerogram	ESDB
aeronautic	aeronautic	60	通用	aj0	aeronautic	ESDB
aery	aery	60	美式;英式-ise;英式-ize	aj0	aery	ESDB
aesthetician	aesthetician	60	英式-ise;英式-ize	n0	aesthetician	ESDB
aesthetician's	aesthetician's	60	英式-ise;英式-ize	np	aesthetician	ESDB
aestheticians	aestheticians	60	英式-ise;英式-ize	ns	aesthetician	ESDB
aestheticism	aestheticism	60	通用	n0	aestheticism	ESDB
affectedly	affectedly	60	通用	av0	affectedly	ESDB
affectingly	affectingly	60	通用	av0	affectingly	ESDB
affective	affective	60	通用	aj0	affective	ESDB
afferent	afferent	60	通用	aj0	afferent	ESDB
affiance	affiance	60	通用	v0	affiance	ESDB
affianced	affianced	60	通用	vd	affiance	ESDB
affiances	affiances	60	通用	vs	affiance	ESDB
affiancing	affiancing	60	通用	vg	affiance	ESDB
affine	affine	60	通用	aj0	affine	ESDB
afflatus	afflatus	60	通用	n0	afflatus	ESDB
affordability	affordability	60	通用	n0	affordability	ESDB
affordably	affordably	60	通用	av0	affordably	ESDB
afterimage	afterimage	60	通用	n0	afterimage	ESDB
afterimages	afterimages	60	通用	ns	afterimage	ESDB
aftermarket	aftermarket	60	通用	aj0;n0	aftermarket	ESDB
aftermarkets	aftermarkets	60	通用	ns	aftermarket	ESDB
afters	afters	60	通用	ns	after	ESDB
afterword	afterword	60	通用	n0	afterword	ESDB
afterwords	afterwords	60	通用	ns	afterword	ESDB
ageist	ageist	60	通用	n0	ageist	ESDB
ageists	ageists	60	通用	ns	ageist	ESDB
agelessly	agelessly	60	通用	av0	agelessly	ESDB
agelessness	agelessness	60	通用	n0	agelessness	ESDB
agenesis	agenesis	60	通用	n0	agenesis	ESDB
ageratum	ageratum	60	通用	n0;ns	ageratum	ESDB
aggravatingly	aggravatingly	60	通用	av0	aggravatingly	ESDB
aggregator	aggregator	60	通用	n0	aggregator	ESDB
aggregator's	aggregator's	60	通用	np	aggregator	ESDB
aggregators	aggregators	60	通用	ns	aggregator	ESDB
aggro	aggro	60	通用	n0	aggro	ESDB
agitprop	agitprop	60	通用	n0	agitprop	ESDB
agonist	agonist	60	通用	n0	agonist	ESDB
agonist's	agonist's	60	通用	np	agonist	ESDB
agonists	agonists	60	通用	ns	agonist	ESDB
agoraphobia	agoraphobia	60	通用	n0	agoraphobia	ESDB
agoraphobic	agoraphobic	60	通用	aj0;n0	agoraphobic	ESDB
agoraphobics	agoraphobics	60	通用	ns	agoraphobic	ESDB
agrarianism	agrarianism	60	通用	n0	agrarianism	ESDB
agreeableness	agreeableness	60	通用	n0	agreeableness	ESDB
agriculturally	agriculturally	60	通用	av0	agriculturally	ESDB
agriculturist	agriculturist	60	通用	n0	agriculturist	ESDB
agriculturist's	agriculturist's	60	通用	np	agriculturist	ESDB
agriculturists	agriculturists	60	通用	ns	agriculturist	ESDB
agronomic	agronomic	60	通用	aj0	agronomic	ESDB
ahchoo	ahchoo	60	通用	i	ahchoo	ESDB
ahistorical	ahistorical	60	通用	aj0	ahistorical	ESDB
ahold	ahold	60	通用	n0	ahold	ESDB
aigrette	aigrette	60	通用	n0	aigrette	ESDB
aigrettes	aigrettes	60	通用	ns	aigrette	ESDB
aikido	aikido	60	通用	n0	aikido	ESDB
airbed	airbed	60	通用	n0	airbed	ESDB
airbeds	airbeds	60	通用	ns	airbed	ESDB
airbus	airbus	60	通用	n0	airbus	ESDB
airbuses	airbuses	60	通用	ns	airbus	ESDB
aircraftman	aircraftman	60	通用	n0	aircraftman	ESDB
aircraftmen	aircraftmen	60	通用	ns	aircraftman	ESDB
aircrew	aircrew	60	通用	n0	aircrew	ESDB
aircrews	aircrews	60	通用	ns	aircrew	ESDB
airdrome	airdrome	60	通用	n0	airdrome	ESDB
airdromes	airdromes	60	通用	ns	airdrome	ESDB
airflow	airflow	60	通用	n0	airflow	ESDB
airfreight	airfreight	60	通用	n0	airfreight	ESDB
airlessness	airlessness	60	通用	n0	airlessness	ESDB
airlock's	airlock's	60	通用	np	airlock	ESDB
airplay	airplay	60	通用	n0	airplay	ESDB
airshow	airshow	60	通用	n0	airshow	ESDB
airshows	airshows	60	通用	ns	airshow	ESDB
airspeed	airspeed	60	通用	n0	airspeed	ESDB
airstrike	airstrike	60	通用	n0	airstrike	ESDB
airstrikes	airstrikes	60	通用	ns	airstrike	ESDB
airtime	airtime	60	通用	n0	airtime	ESDB
airwoman	airwoman	60	通用	n0	airwoman	ESDB
airwomen	airwomen	60	通用	ns	airwoman	ESDB
airworthiness	airworthiness	60	通用	n0	airworthiness	ESDB
aitch	aitch	60	通用	n0	aitch	ESDB
aitches	aitches	60	通用	ns	aitch	ESDB
aka	aka	60	通用	abbr	aka	ESDB
alack	alack	60	通用	i	alack	ESDB
alarmism	alarmism	60	通用	n0	alarmism	ESDB
albinism	albinism	60	通用	n0	albinism	ESDB
albuminous	albuminous	60	通用	aj0	albuminous	ESDB
alcoholically	alcoholically	60	通用	av0	alcoholically	ESDB
aleatory	aleatory	60	通用	aj0	aleatory	ESDB
alehouse	alehouse	60	通用	n0	alehouse	ESDB
alehouses	alehouses	60	通用	ns	alehouse	ESDB
alembic	alembic	60	通用	n0	alembic	ESDB
alembics	alembics	60	通用	ns	alembic	ESDB
alewife	alewife	60	通用	n0	alewife	ESDB
alewife's	alewife's	60	通用	np	alewife	ESDB
alewives	alewives	60	通用	ns	alewife	ESDB
algal	algal	60	通用	aj0	algal	ESDB
alienist	alienist	60	通用	n0	alienist	ESDB
alienist's	alienist's	60	通用	np	alienist	ESDB
alienists	alienists	60	通用	ns	alienist	ESDB
aligner	aligner	60	通用	n0	aligner	ESDB
aligners	aligners	60	通用	ns	aligner	ESDB
aliment	aliment	60	通用	n0;v0	aliment	ESDB
alimented	alimented	60	通用	vd	aliment	ESDB
alimenting	alimenting	60	通用	vg	aliment	ESDB
aliments	aliments	60	通用	vs	aliment	ESDB
aliveness	aliveness	60	通用	n0	aliveness	ESDB
aliyah	aliyah	60	通用	n0	aliyah	ESDB
aliyahs	aliyahs	60	通用	ns	aliyah	ESDB
alkalise	alkalise	60	英式-ise	v0	alkalise	ESDB
alkalised	alkalised	60	英式-ise	vd	alkalise	ESDB
alkalises	alkalises	60	英式-ise	vs	alkalise	ESDB
alkalising	alkalising	60	英式-ise	vg	alkalise	ESDB
alkalize	alkalize	60	美式;英式-ize	v0	alkalize	ESDB
alkalized	alkalized	60	美式;英式-ize	vd	alkalize	ESDB
alkalizes	alkalizes	60	美式;英式-ize	vs	alkalize	ESDB
alkalizing	alkalizing	60	美式;英式-ize	vg	alkalize	ESDB
alkyd	alkyd	60	通用	n0	alkyd	ESDB
alkyds	alkyds	60	通用	ns	alkyd	ESDB
allegoric	allegoric	60	通用	aj0	allegoric	ESDB
allegorist	allegorist	60	通用	n0	allegorist	ESDB
allegorists	allegorists	60	通用	ns	allegorist	ESDB
allegretto	allegretto	60	通用	a0;n0	allegretto	ESDB
allegrettos	allegrettos	60	通用	ns	allegretto	ESDB
allele	allele	60	通用	n0	allele	ESDB
alleles	alleles	60	通用	ns	allele	ESDB
allergically	allergically	60	通用	av0	allergically	ESDB
allistic	allistic	60	通用	aj0;n0	allistic	ESDB
allistic's	allistic's	60	通用	np	allistic	ESDB
allistics	allistics	60	通用	ns	allistic	ESDB
alliterate	alliterate	60	通用	v0	alliterate	ESDB
alliterated	alliterated	60	通用	vd	alliterate	ESDB
alliterates	alliterates	60	通用	vs	alliterate	ESDB
alliterating	alliterating	60	通用	vg	alliterate	ESDB
alliteratively	alliteratively	60	通用	av0	alliteratively	ESDB
allover	allover	60	通用	aj0	allover	ESDB
allowably	allowably	60	通用	av0	allowably	ESDB
allurement	allurement	60	通用	n0	allurement	ESDB
allurements	allurements	60	通用	ns	allurement	ESDB
alluringly	alluringly	60	通用	av0	alluringly	ESDB
allusiveness	allusiveness	60	通用	n0	allusiveness	ESDB
almoner	almoner	60	通用	n0	almoner	ESDB
almoner's	almoner's	60	通用	np	almoner	ESDB
almoners	almoners	60	通用	ns	almoner	ESDB
almshouse	almshouse	60	通用	n0	almshouse	ESDB
almshouses	almshouses	60	通用	ns	almshouse	ESDB
alongshore	alongshore	60	通用	av0	alongshore	ESDB
aloofly	aloofly	60	通用	av0	aloofly	ESDB
alopecia	alopecia	60	通用	n0	alopecia	ESDB
alp	alp	60	通用	n0	alp	ESDB
alphabetisation	alphabetisation	60	英式-ise	n0	alphabetisation	ESDB
alphabetisations	alphabetisations	60	英式-ise	ns	alphabetisation	ESDB
alphabetiser	alphabetiser	60	英式-ise	n0	alphabetiser	ESDB
alphabetiser's	alphabetiser's	60	英式-ise	np	alphabetiser	ESDB
alphabetisers	alphabetisers	60	英式-ise	ns	alphabetiser	ESDB
alphabetization	alphabetization	60	美式;英式-ize	n0	alphabetization	ESDB
alphabetizations	alphabetizations	60	美式;英式-ize	ns	alphabetization	ESDB
alphabetizer	alphabetizer	60	美式;英式-ize	n0	alphabetizer	ESDB
alphabetizer's	alphabetizer's	60	美式;英式-ize	np	alphabetizer	ESDB
alphabetizers	alphabetizers	60	美式;英式-ize	ns	alphabetizer	ESDB
alphanumerical	alphanumerical	60	通用	aj0	alphanumerical	ESDB
alphanumerically	alphanumerically	60	通用	av0	alphanumerically	ESDB
alpines	alpines	60	通用	ns	alpine	ESDB
alps	alps	60	通用	ns	alp	ESDB
altarpiece	altarpiece	60	通用	n0	altarpiece	ESDB
altarpiece's	altarpiece's	60	通用	np	altarpiece	ESDB
altarpieces	altarpieces	60	通用	ns	altarpiece	ESDB
alumina	alumina	60	通用	n0	alumina	ESDB
alveolar	alveolar	60	通用	aj0;n0	alveolar	ESDB
alveolars	alveolars	60	通用	ns	alveolar	ESDB
amaretto	amaretto	60	通用	n0	amaretto	ESDB
amateurishly	amateurishly	60	通用	av0	amateurishly	ESDB
amateurishness	amateurishness	60	通用	n0	amateurishness	ESDB
amazonian	amazonian	60	通用	aj0	amazonian	ESDB
ambassadress	ambassadress	60	通用	n0	ambassadress	ESDB
ambassadress's	ambassadress's	60	通用	np	ambassadress	ESDB
ambassadresses	ambassadresses	60	通用	ns	ambassadress	ESDB
ambidexterity	ambidexterity	60	通用	n0	ambidexterity	ESDB
ambit	ambit	60	通用	n0	ambit	ESDB
ambler	ambler	60	通用	n0	ambler	ESDB
ambler's	ambler's	60	通用	np	ambler	ESDB
amblers	amblers	60	通用	ns	ambler	ESDB
ambrosial	ambrosial	60	通用	aj0	ambrosial	ESDB
ambulanceman	ambulanceman	60	通用	n0	ambulanceman	ESDB
ambulancemen	ambulancemen	60	通用	ns	ambulanceman	ESDB
ambulancewoman	ambulancewoman	60	通用	n0	ambulancewoman	ESDB
ambulancewomen	ambulancewomen	60	通用	ns	ambulancewoman	ESDB
ambulant	ambulant	60	通用	aj0	ambulant	ESDB
ambulate	ambulate	60	通用	v0	ambulate	ESDB
ambulated	ambulated	60	通用	vd	ambulate	ESDB
ambulates	ambulates	60	通用	vs	ambulate	ESDB
ambulating	ambulating	60	通用	vg	ambulate	ESDB
ambulation	ambulation	60	通用	n0	ambulation	ESDB
ambulations	ambulations	60	通用	ns	ambulation	ESDB
ambuscade	ambuscade	60	通用	m0	ambuscade	ESDB
ambuscaded	ambuscaded	60	通用	vd	ambuscade	ESDB
ambuscades	ambuscades	60	通用	ms	ambuscade	ESDB
ambuscading	ambuscading	60	通用	vg	ambuscade	ESDB
ameliorative	ameliorative	60	通用	aj0	ameliorative	ESDB
amenability	amenability	60	通用	n0	amenability	ESDB
amenably	amenably	60	通用	av0	amenably	ESDB
amerce	amerce	60	通用	v0	amerce	ESDB
amerced	amerced	60	通用	vd	amerce	ESDB
amercement	amercement	60	通用	n0	amercement	ESDB
amercements	amercements	60	通用	ns	amercement	ESDB
amerces	amerces	60	通用	vs	amerce	ESDB
amercing	amercing	60	通用	vg	amerce	ESDB
americium	americium	60	通用	n0	americium	ESDB
amide	amide	60	通用	n0	amide	ESDB
amides	amides	60	通用	ns	amide	ESDB
amidship	amidship	60	通用	a0	amidship	ESDB
amine	amine	60	通用	n0	amine	ESDB
amines	amines	60	通用	ns	amine	ESDB
amitriptyline	amitriptyline	60	通用	n0	amitriptyline	ESDB
ammonium	ammonium	60	通用	n0	ammonium	ESDB
amnesic	amnesic	60	通用	aj0;n0	amnesic	ESDB
amnesic's	amnesic's	60	通用	np	amnesic	ESDB
amnesics	amnesics	60	通用	ns	amnesic	ESDB
amnion	amnion	60	通用	n0	amnion	ESDB
amnion's	amnion's	60	通用	np	amnion	ESDB
amnions	amnions	60	通用	ns	amnion	ESDB
amniotic	amniotic	60	通用	aj0	amniotic	ESDB
amoeboid	amoeboid	60	美式;英式-ise;英式-ize	aj0	amoeboid	ESDB
amontillado	amontillado	60	通用	n0	amontillado	ESDB
amontillados	amontillados	60	通用	ns	amontillado	ESDB
amortisable	amortisable	60	英式-ise	aj0	amortisable	ESDB
amortizable	amortizable	60	美式;英式-ize	aj0	amortizable	ESDB
amoxicillin	amoxicillin	60	通用	n0	amoxicillin	ESDB
amphibiously	amphibiously	60	通用	av0	amphibiously	ESDB
amphora	amphora	60	通用	n0	amphora	ESDB
amphorae	amphorae	60	通用	ns	amphora	ESDB
ampicillin	ampicillin	60	通用	n0	ampicillin	ESDB
amygdala	amygdala	60	通用	n0	amygdala	ESDB
amygdalas	amygdalas	60	通用	ns	amygdala	ESDB
amylase	amylase	60	通用	n0	amylase	ESDB
amyloid	amyloid	60	通用	aj0	amyloid	ESDB
anabolic	anabolic	60	通用	aj0	anabolic	ESDB
anabolism	anabolism	60	通用	n0	anabolism	ESDB
anachronistically	anachronistically	60	通用	av0	anachronistically	ESDB
anaemically	anaemically	60	英式-ise;英式-ize	av0	anaemically	ESDB
anaerobe	anaerobe	60	通用	n0	anaerobe	ESDB
anaerobe's	anaerobe's	60	通用	np	anaerobe	ESDB
anaerobes	anaerobes	60	通用	ns	anaerobe	ESDB
anaerobically	anaerobically	60	通用	av0	anaerobically	ESDB
anaesthetisation	anaesthetisation	60	英式-ise	n0	anaesthetisation	ESDB
anaesthetization	anaesthetization	60	英式-ize	n0	anaesthetization	ESDB
anally	anally	60	通用	av0	anally	ESDB
analogical	analogical	60	通用	aj0	analogical	ESDB
analogically	analogically	60	通用	av0	analogically	ESDB
analogise	analogise	60	英式-ise	v0	analogise	ESDB
analogised	analogised	60	英式-ise	vd	analogise	ESDB
analogises	analogises	60	英式-ise	vs	analogise	ESDB
analogising	analogising	60	英式-ise	vg	analogise	ESDB
analogize	analogize	60	美式;英式-ize	v0	analogize	ESDB
analogized	analogized	60	美式;英式-ize	vd	analogize	ESDB
analogizes	analogizes	60	美式;英式-ize	vs	analogize	ESDB
analogizing	analogizing	60	美式;英式-ize	vg	analogize	ESDB
analogousness	analogousness	60	通用	n0	analogousness	ESDB
analysable	analysable	60	英式-ise;英式-ize	aj0	analysable	ESDB
analysand	analysand	60	通用	n0	analysand	ESDB
analysand's	analysand's	60	通用	np	analysand	ESDB
analysands	analysands	60	通用	ns	analysand	ESDB
analytics	analytics	60	通用	n0	analytics	ESDB
analyzable	analyzable	60	美式	aj0	analyzable	ESDB
anapaestic	anapaestic	60	英式-ise;英式-ize	aj0;n0	anapaestic	ESDB
anapaestics	anapaestics	60	英式-ise;英式-ize	ns	anapaestic	ESDB
anapestic	anapestic	60	美式	aj0;n0	anapestic	ESDB
anapestics	anapestics	60	美式	ns	anapestic	ESDB
anathematise	anathematise	60	英式-ise	v0	anathematise	ESDB
anathematised	anathematised	60	英式-ise	vd	anathematise	ESDB
anathematises	anathematises	60	英式-ise	vs	anathematise	ESDB
anathematising	anathematising	60	英式-ise	vg	anathematise	ESDB
anathematize	anathematize	60	美式;英式-ize	v0	anathematize	ESDB
anathematized	anathematized	60	美式;英式-ize	vd	anathematize	ESDB
anathematizes	anathematizes	60	美式;英式-ize	vs	anathematize	ESDB
anathematizing	anathematizing	60	美式;英式-ize	vg	anathematize	ESDB
anatomise	anatomise	60	英式-ise	v0	anatomise	ESDB
anatomised	anatomised	60	英式-ise	vd	anatomise	ESDB
anatomises	anatomises	60	英式-ise	vs	anatomise	ESDB
anatomising	anatomising	60	英式-ise	vg	anatomise	ESDB
anatomize	anatomize	60	美式;英式-ize	v0	anatomize	ESDB
anatomized	anatomized	60	美式;英式-ize	vd	anatomize	ESDB
anatomizes	anatomizes	60	美式;英式-ize	vs	anatomize	ESDB
anatomizing	anatomizing	60	美式;英式-ize	vg	anatomize	ESDB
ancestrally	ancestrally	60	通用	av0	ancestrally	ESDB
anciently	anciently	60	通用	av0	anciently	ESDB
ancientness	ancientness	60	通用	n0	ancientness	ESDB
androgenic	androgenic	60	通用	aj0	androgenic	ESDB
androgyny	androgyny	60	通用	n0	androgyny	ESDB
anecdotally	anecdotally	60	通用	av0	anecdotally	ESDB
anemically	anemically	60	美式	av0	anemically	ESDB
anent	anent	60	通用	c	anent	ESDB
anesthetization	anesthetization	60	美式	n0	anesthetization	ESDB
angelfish	angelfish	60	通用	n0;ns	angelfish	ESDB
angelfish's	angelfish's	60	通用	np	angelfish	ESDB
angelfishes	angelfishes	60	通用	ns	angelfish	ESDB
angelica	angelica	60	通用	n0	angelica	ESDB
