word	key	frequency_level	spelling_region	pos_code	lemma	source
acclaimed	acclaimed	35	通用	?;vd	acclaim;acclaimed	ESDB
acclaiming	acclaiming	35	通用	vg	acclaim	ESDB
acclaims	acclaims	35	通用	vs	acclaim	ESDB
acclimate	acclimate	35	通用	v0	acclimate	ESDB
acclimated	acclimated	35	通用	vd	acclimate	ESDB
acclimates	acclimates	35	通用	vs	acclimate	ESDB
acclimating	acclimating	35	通用	vg	acclimate	ESDB
acclimatise	acclimatise	35	英式-ise	v0	acclimatise	ESDB
acclimatised	acclimatised	35	英式-ise	vd	acclimatise	ESDB
acclimatises	acclimatises	35	英式-ise	vs	acclimatise	ESDB
acclimatising	acclimatising	35	英式-ise	vg	acclimatise	ESDB
acclimatize	acclimatize	35	美式;英式-ize	v0	acclimatize	ESDB
acclimatized	acclimatized	35	美式;英式-ize	vd	acclimatize	ESDB
acclimatizes	acclimatizes	35	美式;英式-ize	vs	acclimatize	ESDB
acclimatizing	acclimatizing	35	美式;英式-ize	vg	acclimatize	ESDB
accolade	accolade	35	通用	n0	accolade	ESDB
accolades	accolades	35	通用	ns	accolade	ESDB
accommodate	accommodate	35	通用	v0	accommodate	ESDB
accommodated	accommodated	35	通用	vd	accommodate	ESDB
accommodates	accommodates	35	通用	vs	accommodate	ESDB
accommodating	accommodating	35	通用	aj0;vg	accommodate;accommodating	ESDB
accommodation	accommodation	35	通用	n0	accommodation	ESDB
accommodations	accommodations	35	通用	ns	accommodation	ESDB
accompanied	accompanied	35	通用	vd	accompany	ESDB
accompanies	accompanies	35	通用	vs	accompany	ESDB
accompaniment	accompaniment	35	通用	n0	accompaniment	ESDB
accompaniments	accompaniments	35	通用	ns	accompaniment	ESDB
accompanist	accompanist	35	通用	n0	accompanist	ESDB
accompanist's	accompanist's	35	通用	np	accompanist	ESDB
accompanists	accompanists	35	通用	ns	accompanist	ESDB
accompany	accompany	35	通用	v0	accompany	ESDB
accompanying	accompanying	35	通用	vg	accompany	ESDB
accomplice	accomplice	35	通用	n0	accomplice	ESDB
accomplice's	accomplice's	35	通用	np	accomplice	ESDB
accomplices	accomplices	35	通用	ns	accomplice	ESDB
accomplish	accomplish	35	通用	v0	accomplish	ESDB
accomplished	accomplished	35	通用	aj0;vd	accomplish;accomplished	ESDB
accomplishes	accomplishes	35	通用	vs	accomplish	ESDB
accomplishing	accomplishing	35	通用	vg	accomplish	ESDB
accomplishment	accomplishment	35	通用	n0	accomplishment	ESDB
accomplishments	accomplishments	35	通用	ns	accomplishment	ESDB
accord	accord	35	通用	m0	accord	ESDB
accord's	accord's	35	通用	np	accord	ESDB
accordance	accordance	35	通用	n0	accordance	ESDB
accorded	accorded	35	通用	vd	accord	ESDB
according	according	35	通用	aj0;vg	accord;according	ESDB
accordingly	accordingly	35	通用	av0	accordingly	ESDB
accordion	accordion	35	通用	n0	accordion	ESDB
accordions	accordions	35	通用	ns	accordion	ESDB
accords	accords	35	通用	ms	accord	ESDB
accost	accost	35	通用	m0	accost	ESDB
accosted	accosted	35	通用	vd	accost	ESDB
accosting	accosting	35	通用	vg	accost	ESDB
accosts	accosts	35	通用	ms	accost	ESDB
account	account	35	通用	m0	account	ESDB
account's	account's	35	通用	np	account	ESDB
accountability	accountability	35	通用	n0	accountability	ESDB
accountable	accountable	35	通用	aj0	accountable	ESDB
accountancy	accountancy	35	通用	n0	accountancy	ESDB
accountant	accountant	35	通用	n0	accountant	ESDB
accountant's	accountant's	35	通用	np	accountant	ESDB
accountants	accountants	35	通用	ns	accountant	ESDB
accounted	accounted	35	通用	vd	account	ESDB
accounting	accounting	35	通用	n0;vg	account;accounting	ESDB
accounts	accounts	35	通用	ms	account	ESDB
accrue	accrue	35	通用	v0	accrue	ESDB
accrued	accrued	35	通用	vd	accrue	ESDB
accrues	accrues	35	通用	vs	accrue	ESDB
accruing	accruing	35	通用	vg	accrue	ESDB
accumulate	accumulate	35	通用	v0	accumulate	ESDB
accumulated	accumulated	35	通用	vd	accumulate	ESDB
accumulates	accumulates	35	通用	vs	accumulate	ESDB
accumulating	accumulating	35	通用	vg	accumulate	ESDB
accumulation	accumulation	35	通用	n0	accumulation	ESDB
accumulation's	accumulation's	35	通用	np	accumulation	ESDB
accumulations	accumulations	35	通用	ns	accumulation	ESDB
accuracies	accuracies	35	通用	ns	accuracy	ESDB
accuracy	accuracy	35	通用	n0	accuracy	ESDB
accurate	accurate	35	通用	aj0	accurate	ESDB
accurately	accurately	35	通用	av0	accurately	ESDB
accusation	accusation	35	通用	n0	accusation	ESDB
accusations	accusations	35	通用	ns	accusation	ESDB
accuse	accuse	35	通用	v0	accuse	ESDB
accused	accused	35	通用	n0;vd	accuse;accused	ESDB
accuser	accuser	35	通用	n0	accuser	ESDB
accuser's	accuser's	35	通用	np	accuser	ESDB
accusers	accusers	35	通用	ns	accuser	ESDB
accuses	accuses	35	通用	vs	accuse	ESDB
accusing	accusing	35	通用	aj0;vg	accuse;accusing	ESDB
accustom	accustom	35	通用	v0	accustom	ESDB
accustomed	accustomed	35	通用	aj0;vd	accustom;accustomed	ESDB
accustoming	accustoming	35	通用	vg	accustom	ESDB
accustoms	accustoms	35	通用	vs	accustom	ESDB
ace	ace	35	通用	aj0;m0	ace	ESDB
ace's	ace's	35	通用	np	ace	ESDB
aced	aced	35	通用	vd	ace	ESDB
aces	aces	35	通用	ms	ace	ESDB
ache	ache	35	通用	m0	ache	ESDB
ached	ached	35	通用	vd	ache	ESDB
aches	aches	35	通用	ms	ache	ESDB
achievable	achievable	35	通用	aj0	achievable	ESDB
achieve	achieve	35	通用	v0	achieve	ESDB
achieved	achieved	35	通用	vd	achieve	ESDB
achievement	achievement	35	通用	n0	achievement	ESDB
achievement's	achievement's	35	通用	np	achievement	ESDB
achievements	achievements	35	通用	ns	achievement	ESDB
achieves	achieves	35	通用	vs	achieve	ESDB
achieving	achieving	35	通用	vg	achieve	ESDB
aching	aching	35	通用	vg	ache	ESDB
acid	acid	35	通用	aj0;n0	acid	ESDB
acidity	acidity	35	通用	n0	acidity	ESDB
acids	acids	35	通用	ns	acid	ESDB
acing	acing	35	通用	vg	ace	ESDB
acknowledge	acknowledge	35	通用	v0	acknowledge	ESDB
acknowledged	acknowledged	35	通用	aj0;vd	acknowledge;acknowledged	ESDB
acknowledgement	acknowledgement	35	英式-ise;英式-ize	n0	acknowledgement	ESDB
acknowledgements	acknowledgements	35	英式-ise;英式-ize	ns	acknowledgement	ESDB
acknowledges	acknowledges	35	通用	vs	acknowledge	ESDB
acknowledging	acknowledging	35	通用	vg	acknowledge	ESDB
acknowledgment	acknowledgment	35	美式	n0	acknowledgment	ESDB
acknowledgments	acknowledgments	35	美式	ns	acknowledgment	ESDB
acne	acne	35	通用	n0	acne	ESDB
acorn	acorn	35	通用	n0	acorn	ESDB
acorn's	acorn's	35	通用	np	acorn	ESDB
acorns	acorns	35	通用	ns	acorn	ESDB
acoustic	acoustic	35	通用	aj0	acoustic	ESDB
acoustics	acoustics	35	通用	n0	acoustics	ESDB
acquaint	acquaint	35	通用	v0	acquaint	ESDB
acquaintance	acquaintance	35	通用	n0	acquaintance	ESDB
acquaintance's	acquaintance's	35	通用	np	acquaintance	ESDB
acquaintances	acquaintances	35	通用	ns	acquaintance	ESDB
acquainted	acquainted	35	通用	aj0;vd	acquaint;acquainted	ESDB
acquainting	acquainting	35	通用	vg	acquaint	ESDB
acquaints	acquaints	35	通用	vs	acquaint	ESDB
acquiesce	acquiesce	35	通用	v0	acquiesce	ESDB
acquiesced	acquiesced	35	通用	vd	acquiesce	ESDB
acquiescence	acquiescence	35	通用	n0	acquiescence	ESDB
acquiesces	acquiesces	35	通用	vs	acquiesce	ESDB
acquiescing	acquiescing	35	通用	vg	acquiesce	ESDB
acquire	acquire	35	通用	v0	acquire	ESDB
acquired	acquired	35	通用	vd	acquire	ESDB
acquires	acquires	35	通用	vs	acquire	ESDB
acquiring	acquiring	35	通用	vg	acquire	ESDB
acquisition	acquisition	35	通用	n0	acquisition	ESDB
acquisitions	acquisitions	35	通用	ns	acquisition	ESDB
acquit	acquit	35	通用	v0	acquit	ESDB
acquits	acquits	35	通用	vs	acquit	ESDB
acquittal	acquittal	35	通用	n0	acquittal	ESDB
acquittals	acquittals	35	通用	ns	acquittal	ESDB
acquitted	acquitted	35	通用	vd	acquit	ESDB
acquitting	acquitting	35	通用	vg	acquit	ESDB
acre	acre	35	通用	n0	acre	ESDB
acre's	acre's	35	通用	np	acre	ESDB
acreage	acreage	35	通用	n0	acreage	ESDB
acreages	acreages	35	通用	ns	acreage	ESDB
acres	acres	35	通用	ns	acre	ESDB
acrid	acrid	35	通用	aj0	acrid	ESDB
acrider	acrider	35	通用	aj1	acrid	ESDB
acridest	acridest	35	通用	aj2	acrid	ESDB
acrimonious	acrimonious	35	通用	aj0	acrimonious	ESDB
acrimony	acrimony	35	通用	n0	acrimony	ESDB
acrobat	acrobat	35	通用	n0	acrobat	ESDB
acrobat's	acrobat's	35	通用	np	acrobat	ESDB
acrobatic	acrobatic	35	通用	aj0	acrobatic	ESDB
acrobatics	acrobatics	35	通用	n0	acrobatics	ESDB
acrobats	acrobats	35	通用	ns	acrobat	ESDB
acronym	acronym	35	通用	n0	acronym	ESDB
acronyms	acronyms	35	通用	ns	acronym	ESDB
across	across	35	通用	av0;pp	across	ESDB
acrylic	acrylic	35	通用	aj0;n0	acrylic	ESDB
acrylics	acrylics	35	通用	ns	acrylic	ESDB
act	act	35	通用	m0	act	ESDB
act's	act's	35	通用	np	act	ESDB
acted	acted	35	通用	vd	act	ESDB
acting	acting	35	通用	n0;vg	act;acting	ESDB
action	action	35	通用	n0	action	ESDB
action's	action's	35	通用	np	action	ESDB
actions	actions	35	通用	ns	action	ESDB
activate	activate	35	通用	v0	activate	ESDB
activated	activated	35	通用	vd	activate	ESDB
activates	activates	35	通用	vs	activate	ESDB
activating	activating	35	通用	vg	activate	ESDB
active	active	35	通用	aj0;n0	active	ESDB
active's	active's	35	通用	np	active	ESDB
actively	actively	35	通用	av0	actively	ESDB
actives	actives	35	通用	ns	active	ESDB
activist	activist	35	通用	aj0;n0	activist	ESDB
activists	activists	35	通用	ns	activist	ESDB
activities	activities	35	通用	ns	activity	ESDB
activity	activity	35	通用	n0	activity	ESDB
actor	actor	35	通用	n0	actor	ESDB
actor's	actor's	35	通用	np	actor	ESDB
actors	actors	35	通用	ns	actor	ESDB
actress	actress	35	通用	n0	actress	ESDB
actress's	actress's	35	通用	np	actress	ESDB
actresses	actresses	35	通用	ns	actress	ESDB
acts	acts	35	通用	ms	act	ESDB
actual	actual	35	通用	aj0	actual	ESDB
actualities	actualities	35	通用	ns	actuality	ESDB
actuality	actuality	35	通用	n0	actuality	ESDB
actually	actually	35	通用	av0	actually	ESDB
actuary	actuary	35	通用	n0	actuary	ESDB
acumen	acumen	35	通用	n0	acumen	ESDB
acupuncture	acupuncture	35	通用	n0	acupuncture	ESDB
acupuncture's	acupuncture's	35	通用	np	acupuncture	ESDB
acute	acute	35	通用	aj0;n0	acute	ESDB
acutely	acutely	35	通用	av0	acutely	ESDB
acuter	acuter	35	通用	aj1	acute	ESDB
acutes	acutes	35	通用	ns	acute	ESDB
acutest	acutest	35	通用	aj2	acute	ESDB
ad	ad	35	通用	n0	ad	ESDB
ad's	ad's	35	通用	np	ad	ESDB
adage	adage	35	通用	n0	adage	ESDB
adages	adages	35	通用	ns	adage	ESDB
adamant	adamant	35	通用	aj0;n0	adamant	ESDB
adapt	adapt	35	通用	v0	adapt	ESDB
adaptable	adaptable	35	通用	aj0	adaptable	ESDB
adaptation	adaptation	35	通用	n0	adaptation	ESDB
adaptations	adaptations	35	通用	ns	adaptation	ESDB
adapted	adapted	35	通用	vd	adapt	ESDB
adapter	adapter	35	美式;英式-ise;英式-ize	n0	adapter	ESDB
adapting	adapting	35	通用	vg	adapt	ESDB
adaptive	adaptive	35	通用	aj0	adaptive	ESDB
adapts	adapts	35	通用	vs	adapt	ESDB
add	add	35	通用	v0	add	ESDB
added	added	35	通用	vd	add	ESDB
addendum	addendum	35	通用	n0	addendum	ESDB
addict	addict	35	通用	m0	addict	ESDB
addict's	addict's	35	通用	np	addict	ESDB
addicted	addicted	35	通用	aj0;vd	addict;addicted	ESDB
addicting	addicting	35	通用	vg	addict	ESDB
addiction	addiction	35	通用	n0	addiction	ESDB
addiction's	addiction's	35	通用	np	addiction	ESDB
addictions	addictions	35	通用	ns	addiction	ESDB
addictive	addictive	35	通用	aj0	addictive	ESDB
addicts	addicts	35	通用	ms	addict	ESDB
adding	adding	35	通用	vg	add	ESDB
addition	addition	35	通用	n0	addition	ESDB
addition's	addition's	35	通用	np	addition	ESDB
additional	additional	35	通用	aj0	additional	ESDB
additionally	additionally	35	通用	av0	additionally	ESDB
additions	additions	35	通用	ns	addition	ESDB
additive	additive	35	通用	aj0;n0	additive	ESDB
additives	additives	35	通用	ns	additive	ESDB
address	address	35	通用	m0	address	ESDB
addressed	addressed	35	通用	vd	address	ESDB
addressee	addressee	35	通用	n0	addressee	ESDB
addressees	addressees	35	通用	ns	addressee	ESDB
addresses	addresses	35	通用	ms	address	ESDB
addressing	addressing	35	通用	vg	address	ESDB
adds	adds	35	通用	vs	add	ESDB
adept	adept	35	通用	aj0;n0	adept	ESDB
adept's	adept's	35	通用	np	adept	ESDB
adepts	adepts	35	通用	ns	adept	ESDB
adequate	adequate	35	通用	aj0	adequate	ESDB
adequately	adequately	35	通用	av0	adequately	ESDB
adhere	adhere	35	通用	v0	adhere	ESDB
adhered	adhered	35	通用	vd	adhere	ESDB
adherence	adherence	35	通用	n0	adherence	ESDB
adherent	adherent	35	通用	aj0;n0	adherent	ESDB
adherent's	adherent's	35	通用	np	adherent	ESDB
adherents	adherents	35	通用	ns	adherent	ESDB
adheres	adheres	35	通用	vs	adhere	ESDB
adhering	adhering	35	通用	vg	adhere	ESDB
adhesion	adhesion	35	通用	n0	adhesion	ESDB
adhesive	adhesive	35	通用	aj0;n0	adhesive	ESDB
adhesives	adhesives	35	通用	ns	adhesive	ESDB
adjacent	adjacent	35	通用	aj0	adjacent	ESDB
adjective	adjective	35	通用	aj0;n0	adjective	ESDB
adjectives	adjectives	35	通用	ns	adjective	ESDB
adjoin	adjoin	35	通用	v0	adjoin	ESDB
adjoined	adjoined	35	通用	vd	adjoin	ESDB
adjoining	adjoining	35	通用	aj0;vg	adjoin;adjoining	ESDB
adjoins	adjoins	35	通用	vs	adjoin	ESDB
adjourn	adjourn	35	通用	v0	adjourn	ESDB
adjourned	adjourned	35	通用	vd	adjourn	ESDB
adjourning	adjourning	35	通用	vg	adjourn	ESDB
adjournment	adjournment	35	通用	n0	adjournment	ESDB
adjournments	adjournments	35	通用	ns	adjournment	ESDB
adjourns	adjourns	35	通用	vs	adjourn	ESDB
adjunct	adjunct	35	通用	aj0;n0	adjunct	ESDB
adjunct's	adjunct's	35	通用	np	adjunct	ESDB
adjuncts	adjuncts	35	通用	ns	adjunct	ESDB
adjust	adjust	35	通用	v0	adjust	ESDB
adjustable	adjustable	35	通用	aj0	adjustable	ESDB
adjusted	adjusted	35	通用	vd	adjust	ESDB
adjusting	adjusting	35	通用	vg	adjust	ESDB
adjustment	adjustment	35	通用	n0	adjustment	ESDB
adjustments	adjustments	35	通用	ns	adjustment	ESDB
adjusts	adjusts	35	通用	vs	adjust	ESDB
administer	administer	35	通用	v0	administer	ESDB
administered	administered	35	通用	vd	administer	ESDB
administering	administering	35	通用	vg	administer	ESDB
administers	administers	35	通用	vs	administer	ESDB
administration	administration	35	通用	n0	administration	ESDB
administration's	administration's	35	通用	np	administration	ESDB
administrations	administrations	35	通用	ns	administration	ESDB
administrative	administrative	35	通用	aj0	administrative	ESDB
administrator	administrator	35	通用	n0	administrator	ESDB
administrators	administrators	35	通用	ns	administrator	ESDB
admirable	admirable	35	通用	aj0	admirable	ESDB
admirably	admirably	35	通用	av0	admirably	ESDB
admiral	admiral	35	通用	n0	admiral	ESDB
admiral's	admiral's	35	通用	np	admiral	ESDB
admirals	admirals	35	通用	ns	admiral	ESDB
