word	key	domain	source
cygwin	cygwin	software_tools	CSpell software-terms
Databricks	databricks	software_tools	CSpell software-terms
deadsnakes	deadsnakes	software_tools	CSpell software-terms
Debian	debian	software_tools	CSpell software-terms
Deno	deno	software_tools	CSpell software-terms
develocity	develocity	software_tools	CSpell software-terms
DigitalOcean	digitalocean	software_tools	CSpell software-terms
Django	django	software_tools	CSpell software-terms
dmesg	dmesg	software_tools	CSpell software-terms
dmidecode	dmidecode	software_tools	CSpell software-terms
docker	docker	software_tools	CSpell software-terms
dockerd	dockerd	software_tools	CSpell software-terms
dockerhub	dockerhub	software_tools	CSpell software-terms
DocuSign	docusign	software_tools	CSpell software-terms
dogstatsd	dogstatsd	software_tools	CSpell software-terms
dosu	dosu	software_tools	CSpell software-terms
dotenvx	dotenvx	software_tools	CSpell software-terms
doxygen	doxygen	software_tools	CSpell software-terms
dprint	dprint	software_tools	CSpell software-terms
DragonFlyBSD	dragonflybsd	software_tools	CSpell software-terms
Dubbo	dubbo	software_tools	CSpell software-terms
easycla	easycla	software_tools	CSpell software-terms
Edubuntu	edubuntu	software_tools	CSpell software-terms
egrep	egrep	software_tools	CSpell software-terms
EKS	eks	software_tools	CSpell software-terms
El	el	software_tools	CSpell software-terms
Entra	entra	software_tools	CSpell software-terms
EntraID	entraid	software_tools	CSpell software-terms
Envers	envers	software_tools	CSpell software-terms
eslintconfig	eslintconfig	software_tools	CSpell software-terms
eslintignore	eslintignore	software_tools	CSpell software-terms
eslintplugin	eslintplugin	software_tools	CSpell software-terms
esmini	esmini	software_tools	CSpell software-terms
etcd	etcd	software_tools	CSpell software-terms
Ethr	ethr	software_tools	CSpell software-terms
ethtool	ethtool	software_tools	CSpell software-terms
Facebook	facebook	software_tools	CSpell software-terms
Fedora	fedora	software_tools	CSpell software-terms
fizzbuzz	fizzbuzz	software_tools	CSpell software-terms
flagd	flagd	software_tools	CSpell software-terms
flatpak	flatpak	software_tools	CSpell software-terms
Fluentd	fluentd	software_tools	CSpell software-terms
FluxCD	fluxcd	software_tools	CSpell software-terms
fm	fm	software_tools	CSpell software-terms
FreeBSD	freebsd	software_tools	CSpell software-terms
freedesktop	freedesktop	software_tools	CSpell software-terms
Freelens	freelens	software_tools	CSpell software-terms
fsck	fsck	software_tools	CSpell software-terms
fstrim	fstrim	software_tools	CSpell software-terms
ftrace	ftrace	software_tools	CSpell software-terms
GCP	gcp	software_tools	CSpell software-terms
Genava	genava	software_tools	CSpell software-terms
genrsa	genrsa	software_tools	CSpell software-terms
Gentoo	gentoo	software_tools	CSpell software-terms
GEOS	geos	software_tools	CSpell software-terms
Gerrit	gerrit	software_tools	CSpell software-terms
gimu	gimu	software_tools	CSpell software-terms
gimuy	gimuy	software_tools	CSpell software-terms
git	git	software_tools	CSpell software-terms
gitdm	gitdm	software_tools	CSpell software-terms
GitHub	github	software_tools	CSpell software-terms
Gitkraken	gitkraken	software_tools	CSpell software-terms
GitLab	gitlab	software_tools	CSpell software-terms
Gitleaks	gitleaks	software_tools	CSpell software-terms
gitleaksignore	gitleaksignore	software_tools	CSpell software-terms
GitOps	gitops	software_tools	CSpell software-terms
Gitpod	gitpod	software_tools	CSpell software-terms
Gitter	gitter	software_tools	CSpell software-terms
GKE	gke	software_tools	CSpell software-terms
globbed	globbed	software_tools	CSpell software-terms
globbing	globbing	software_tools	CSpell software-terms
GMail	gmail	software_tools	CSpell software-terms
gmake	gmake	software_tools	CSpell software-terms
GNOME	gnome	software_tools	CSpell software-terms
Goland	goland	software_tools	CSpell software-terms
Google	google	software_tools	CSpell software-terms
googleapis	googleapis	software_tools	CSpell software-terms
googletest	googletest	software_tools	CSpell software-terms
gotk	gotk	software_tools	CSpell software-terms
greasemonkey	greasemonkey	software_tools	CSpell software-terms
groupadd	groupadd	software_tools	CSpell software-terms
groupdel	groupdel	software_tools	CSpell software-terms
groupmod	groupmod	software_tools	CSpell software-terms
Gruntwork	gruntwork	software_tools	CSpell software-terms
Gruvbox	gruvbox	software_tools	CSpell software-terms
grype	grype	software_tools	CSpell software-terms
gtest	gtest	software_tools	CSpell software-terms
gunzip	gunzip	software_tools	CSpell software-terms
gzip	gzip	software_tools	CSpell software-terms
hadolint	hadolint	software_tools	CSpell software-terms
Halp	halp	software_tools	CSpell software-terms
haproxy	haproxy	software_tools	CSpell software-terms
HashiCorp	hashicorp	software_tools	CSpell software-terms
hdiutil	hdiutil	software_tools	CSpell software-terms
HelloSign	hellosign	software_tools	CSpell software-terms
helm	helm	software_tools	CSpell software-terms
helmfile	helmfile	software_tools	CSpell software-terms
helmify	helmify	software_tools	CSpell software-terms
Hibernate	hibernate	software_tools	CSpell software-terms
HipChat	hipchat	software_tools	CSpell software-terms
homebrew	homebrew	software_tools	CSpell software-terms
Horovod	horovod	software_tools	CSpell software-terms
hostnamectl	hostnamectl	software_tools	CSpell software-terms
hotmail	hotmail	software_tools	CSpell software-terms
htmlhintrc	htmlhintrc	software_tools	CSpell software-terms
httpbin	httpbin	software_tools	CSpell software-terms
httpie	httpie	software_tools	CSpell software-terms
Hunspell	hunspell	software_tools	CSpell software-terms
Hyprland	hyprland	software_tools	CSpell software-terms
ID	id	software_tools	CSpell software-terms
ifcfg	ifcfg	software_tools	CSpell software-terms
ifconfig	ifconfig	software_tools	CSpell software-terms
IFTTT	ifttt	software_tools	CSpell software-terms
ifttt	ifttt	software_tools	CSpell software-terms
imagetools	imagetools	software_tools	CSpell software-terms
inetutils	inetutils	software_tools	CSpell software-terms
Infisical	infisical	software_tools	CSpell software-terms
Ingester	ingester	software_tools	CSpell software-terms
initdb	initdb	software_tools	CSpell software-terms
initramfs	initramfs	software_tools	CSpell software-terms
InSpec	inspec	software_tools	CSpell software-terms
Instana	instana	software_tools	CSpell software-terms
integr8ly	integr8ly	software_tools	CSpell software-terms
Integreatly	integreatly	software_tools	CSpell software-terms
IntelliJ	intellij	software_tools	CSpell software-terms
iputils	iputils	software_tools	CSpell software-terms
Istio	istio	software_tools	CSpell software-terms
Jama	jama	software_tools	CSpell software-terms
Jetbrains	jetbrains	software_tools	CSpell software-terms
Jira	jira	software_tools	CSpell software-terms
JOSM	josm	software_tools	CSpell software-terms
journald	journald	software_tools	CSpell software-terms
jq	jq	software_tools	CSpell software-terms
jsonpath	jsonpath	software_tools	CSpell software-terms
jwhois	jwhois	software_tools	CSpell software-terms
K8s	k8s	software_tools	CSpell software-terms
Kafka	kafka	software_tools	CSpell software-terms
KafkaJS	kafkajs	software_tools	CSpell software-terms
KairosDB	kairosdb	software_tools	CSpell software-terms
Karbon	karbon	software_tools	CSpell software-terms
KDE	kde	software_tools	CSpell software-terms
keepalived	keepalived	software_tools	CSpell software-terms
Keptn	keptn	software_tools	CSpell software-terms
Kibana	kibana	software_tools	CSpell software-terms
KICS	kics	software_tools	CSpell software-terms
Knative	knative	software_tools	CSpell software-terms
Korn	korn	software_tools	CSpell software-terms
Kube	kube	software_tools	CSpell software-terms
Kubecost	kubecost	software_tools	CSpell software-terms
kubectl	kubectl	software_tools	CSpell software-terms
kubelogin	kubelogin	software_tools	CSpell software-terms
Kuberhealthy	kuberhealthy	software_tools	CSpell software-terms
Kubernetes	kubernetes	software_tools	CSpell software-terms
kubespec	kubespec	software_tools	CSpell software-terms
Kubuntu	kubuntu	software_tools	CSpell software-terms
Kuma	kuma	software_tools	CSpell software-terms
Kustomize	kustomize	software_tools	CSpell software-terms
Kyverno	kyverno	software_tools	CSpell software-terms
Last	last	software_tools	CSpell software-terms
Lastfm	lastfm	software_tools	CSpell software-terms
launchctl	launchctl	software_tools	CSpell software-terms
launchd	launchd	software_tools	CSpell software-terms
LaunchDarkly	launchdarkly	software_tools	CSpell software-terms
Lazygit	lazygit	software_tools	CSpell software-terms
libcurl	libcurl	software_tools	CSpell software-terms
lightdm	lightdm	software_tools	CSpell software-terms
Lightstep	lightstep	software_tools	CSpell software-terms
linenums	linenums	software_tools	CSpell software-terms
Linkerd	linkerd	software_tools	CSpell software-terms
Linode	linode	software_tools	CSpell software-terms
Linux	linux	software_tools	CSpell software-terms
linuxserver	linuxserver	software_tools	CSpell software-terms
llvm	llvm	software_tools	CSpell software-terms
loginctl	loginctl	software_tools	CSpell software-terms
logman	logman	software_tools	CSpell software-terms
logrotate	logrotate	software_tools	CSpell software-terms
lsattr	lsattr	software_tools	CSpell software-terms
lsblk	lsblk	software_tools	CSpell software-terms
lscpu	lscpu	software_tools	CSpell software-terms
lsmod	lsmod	software_tools	CSpell software-terms
lsof	lsof	software_tools	CSpell software-terms
lspci	lspci	software_tools	CSpell software-terms
lsscsi	lsscsi	software_tools	CSpell software-terms
lualine	lualine	software_tools	CSpell software-terms
Lubuntu	lubuntu	software_tools	CSpell software-terms
Lucene	lucene	software_tools	CSpell software-terms
Luhn	luhn	software_tools	CSpell software-terms
LXDE	lxde	software_tools	CSpell software-terms
lxdm	lxdm	software_tools	CSpell software-terms
LXQt	lxqt	software_tools	CSpell software-terms
lxqt	lxqt	software_tools	CSpell software-terms
macOS	macos	software_tools	CSpell software-terms
magiclink	magiclink	software_tools	CSpell software-terms
MailHog	mailhog	software_tools	CSpell software-terms
mailparser	mailparser	software_tools	CSpell software-terms
Mailtrap	mailtrap	software_tools	CSpell software-terms
Mandriva	mandriva	software_tools	CSpell software-terms
Mangeia	mangeia	software_tools	CSpell software-terms
Manjaro	manjaro	software_tools	CSpell software-terms
MariaDB	mariadb	software_tools	CSpell software-terms
markdownlint	markdownlint	software_tools	CSpell software-terms
markdownlintignore	markdownlintignore	software_tools	CSpell software-terms
MATE	mate	software_tools	CSpell software-terms
MCAP	mcap	software_tools	CSpell software-terms
mdast	mdast	software_tools	CSpell software-terms
mdformat	mdformat	software_tools	CSpell software-terms
MegaLinter	megalinter	software_tools	CSpell software-terms
Microsoft	microsoft	software_tools	CSpell software-terms
Miniconda	miniconda	software_tools	CSpell software-terms
minikube	minikube	software_tools	CSpell software-terms
minio	minio	software_tools	CSpell software-terms
Mint	mint	software_tools	CSpell software-terms
mitmproxy	mitmproxy	software_tools	CSpell software-terms
mkdir	mkdir	software_tools	CSpell software-terms
MockServer	mockserver	software_tools	CSpell software-terms
mongod	mongod	software_tools	CSpell software-terms
MongoDB	mongodb	software_tools	CSpell software-terms
mongodump	mongodump	software_tools	CSpell software-terms
mongorestore	mongorestore	software_tools	CSpell software-terms
mongosh	mongosh	software_tools	CSpell software-terms
monit	monit	software_tools	CSpell software-terms
mootools	mootools	software_tools	CSpell software-terms
MS	ms	software_tools	CSpell software-terms
msedge	msedge	software_tools	CSpell software-terms
MSSQL	mssql	software_tools	CSpell software-terms
MSTeams	msteams	software_tools	CSpell software-terms
MySQL	mysql	software_tools	CSpell software-terms
Nacos	nacos	software_tools	CSpell software-terms
Nagios	nagios	software_tools	CSpell software-terms
nano	nano	software_tools	CSpell software-terms
NATS	nats	software_tools	CSpell software-terms
Neovide	neovide	software_tools	CSpell software-terms
Neovim	neovim	software_tools	CSpell software-terms
NestJS	nestjs	software_tools	CSpell software-terms
NetBSD	netbsd	software_tools	CSpell software-terms
Netlify	netlify	software_tools	CSpell software-terms
New	new	software_tools	CSpell software-terms
NGINX	nginx	software_tools	CSpell software-terms
nobreak	nobreak	software_tools	CSpell software-terms
nocomma	nocomma	software_tools	CSpell software-terms
npm	npm	software_tools	CSpell software-terms
npmrc	npmrc	software_tools	CSpell software-terms
nproc	nproc	software_tools	CSpell software-terms
npx	npx	software_tools	CSpell software-terms
NRIA	nria	software_tools	CSpell software-terms
nuPlan	nuplan	software_tools	CSpell software-terms
nuScenes	nuscenes	software_tools	CSpell software-terms
Nushell	nushell	software_tools	CSpell software-terms
Octicons	octicons	software_tools	CSpell software-terms
octokit	octokit	software_tools	CSpell software-terms
oh-my-zsh	oh-my-zsh	software_tools	CSpell software-terms
Ohai	ohai	software_tools	CSpell software-terms
ohmyzsh	ohmyzsh	software_tools	CSpell software-terms
OmniOS	omnios	software_tools	CSpell software-terms
OpenAPI	openapi	software_tools	CSpell software-terms
OpenBSD	openbsd	software_tools	CSpell software-terms
OpenCL	opencl	software_tools	CSpell software-terms
OpenCV	opencv	software_tools	CSpell software-terms
OpenDRIVE	opendrive	software_tools	CSpell software-terms
OpenGL	opengl	software_tools	CSpell software-terms
OpenIndiana	openindiana	software_tools	CSpell software-terms
openindiana	openindiana	software_tools	CSpell software-terms
openjdk	openjdk	software_tools	CSpell software-terms
openldap	openldap	software_tools	CSpell software-terms
OpenLLMetry	openllmetry	software_tools	CSpell software-terms
OpenMP	openmp	software_tools	CSpell software-terms
OpenNebula	opennebula	software_tools	CSpell software-terms
OpenNMT	opennmt	software_tools	CSpell software-terms
OpenNN	opennn	software_tools	CSpell software-terms
OpenResty	openresty	software_tools	CSpell software-terms
OpenSCENARIO	openscenario	software_tools	CSpell software-terms
OpenShift	openshift	software_tools	CSpell software-terms
OpenSolaris	opensolaris	software_tools	CSpell software-terms
OpenSSH	openssh	software_tools	CSpell software-terms
OpenSSL	openssl	software_tools	CSpell software-terms
OpenStack	openstack	software_tools	CSpell software-terms
openSUSE	opensuse	software_tools	CSpell software-terms
OpenTofu	opentofu	software_tools	CSpell software-terms
OpenTSDB	opentsdb	software_tools	CSpell software-terms
OpenVINO	openvino	software_tools	CSpell software-terms
OpenVPN	openvpn	software_tools	CSpell software-terms
OpenVZ	openvz	software_tools	CSpell software-terms
Opsgenie	opsgenie	software_tools	CSpell software-terms
oRPC	orpc	software_tools	CSpell software-terms
OSMC	osmc	software_tools	CSpell software-terms
otelcol	otelcol	software_tools	CSpell software-terms
otlphttp	otlphttp	software_tools	CSpell software-terms
Ouroboros	ouroboros	software_tools	CSpell software-terms
Oxc	oxc	software_tools	CSpell software-terms
oxfmt	oxfmt	software_tools	CSpell software-terms
oxfmtrc	oxfmtrc	software_tools	CSpell software-terms
oxlint	oxlint	software_tools	CSpell software-terms
oxlintrc	oxlintrc	software_tools	CSpell software-terms
OXSecurity	oxsecurity	software_tools	CSpell software-terms
Packagecloud	packagecloud	software_tools	CSpell software-terms
parentbased	parentbased	software_tools	CSpell software-terms
pbcopy	pbcopy	software_tools	CSpell software-terms
pbpaste	pbpaste	software_tools	CSpell software-terms
Pentoo	pentoo	software_tools	CSpell software-terms
Perfetto	perfetto	software_tools	CSpell software-terms
PerfView	perfview	software_tools	CSpell software-terms
perl	perl	software_tools	CSpell software-terms
Phabricator	phabricator	software_tools	CSpell software-terms
Phorge	phorge	software_tools	CSpell software-terms
php	php	software_tools	CSpell software-terms
Pidora	pidora	software_tools	CSpell software-terms
pip	pip	software_tools	CSpell software-terms
pixi	pixi	software_tools	CSpell software-terms
pkgadd	pkgadd	software_tools	CSpell software-terms
pkginfo	pkginfo	software_tools	CSpell software-terms
pkgutil	pkgutil	software_tools	CSpell software-terms
pkill	pkill	software_tools	CSpell software-terms
PlantUML	plantuml	software_tools	CSpell software-terms
pnpm	pnpm	software_tools	CSpell software-terms
Podman	podman	software_tools	CSpell software-terms
Polarion	polarion	software_tools	CSpell software-terms
Portainer	portainer	software_tools	CSpell software-terms
PostCSS	postcss	software_tools	CSpell software-terms
PostgreSQL	postgresql	software_tools	CSpell software-terms
PostgresSQL	postgressql	software_tools	CSpell software-terms
postmarketOS	postmarketos	software_tools	CSpell software-terms
postpack	postpack	software_tools	CSpell software-terms
Prepper	prepper	software_tools	CSpell software-terms
prettier	prettier	software_tools	CSpell software-terms
prettierd	prettierd	software_tools	CSpell software-terms
Promxy	promxy	software_tools	CSpell software-terms
proselint	proselint	software_tools	CSpell software-terms
proselintrc	proselintrc	software_tools	CSpell software-terms
pspings	pspings	software_tools	CSpell software-terms
ptrace	ptrace	software_tools	CSpell software-terms
Pushgateway	pushgateway	software_tools	CSpell software-terms
pwsh	pwsh	software_tools	CSpell software-terms
PyCharm	pycharm	software_tools	CSpell software-terms
Pylance	pylance	software_tools	CSpell software-terms
pymdownx	pymdownx	software_tools	CSpell software-terms
Pyright	pyright	software_tools	CSpell software-terms
qmake	qmake	software_tools	CSpell software-terms
Qualys	qualys	software_tools	CSpell software-terms
Quarkus	quarkus	software_tools	CSpell software-terms
RabbitMQ	rabbitmq	software_tools	CSpell software-terms
rclone	rclone	software_tools	CSpell software-terms
Redis	redis	software_tools	CSpell software-terms
Redshift	redshift	software_tools	CSpell software-terms
Relic	relic	software_tools	CSpell software-terms
RHEL	rhel	software_tools	CSpell software-terms
ripgrep	ripgrep	software_tools	CSpell software-terms
rmwc	rmwc	software_tools	CSpell software-terms
robocopy	robocopy	software_tools	CSpell software-terms
RocketMQ	rocketmq	software_tools	CSpell software-terms
rsyslog	rsyslog	software_tools	CSpell software-terms
rsyslogd	rsyslogd	software_tools	CSpell software-terms
runc	runc	software_tools	CSpell software-terms
rustfix	rustfix	software_tools	CSpell software-terms
rustfmt	rustfmt	software_tools	CSpell software-terms
scapy	scapy	software_tools	CSpell software-terms
ScyllaDB	scylladb	software_tools	CSpell software-terms
sddm	sddm	software_tools	CSpell software-terms
Secretlint	secretlint	software_tools	CSpell software-terms
secretlintignore	secretlintignore	software_tools	CSpell software-terms
secretlintrc	secretlintrc	software_tools	CSpell software-terms
semconv	semconv	software_tools	CSpell software-terms
setfacl	setfacl	software_tools	CSpell software-terms
Sharpier	sharpier	software_tools	CSpell software-terms
shellcheckrc	shellcheckrc	software_tools	CSpell software-terms
SlackAPI	slackapi	software_tools	CSpell software-terms
Slackware	slackware	software_tools	CSpell software-terms
SmartOS	smartos	software_tools	CSpell software-terms
smartsymbols	smartsymbols	software_tools	CSpell software-terms
snmpd	snmpd	software_tools	CSpell software-terms
snmptrapd	snmptrapd	software_tools	CSpell software-terms
sockperf	sockperf	software_tools	CSpell software-terms
SonarJS	sonarjs	software_tools	CSpell software-terms
Sourcetree	sourcetree	software_tools	CSpell software-terms
spdlog	spdlog	software_tools	CSpell software-terms
speedtest	speedtest	software_tools	CSpell software-terms
Spegel	spegel	software_tools	CSpell software-terms
Splunk	splunk	software_tools	CSpell software-terms
sqlcmd	sqlcmd	software_tools	CSpell software-terms
SQLite	sqlite	software_tools	CSpell software-terms
sqlservr	sqlservr	software_tools	CSpell software-terms
squidfunk	squidfunk	software_tools	CSpell software-terms
sshd	sshd	software_tools	CSpell software-terms
sssd	sssd	software_tools	CSpell software-terms
StackDriver	stackdriver	software_tools	CSpell software-terms
Strimzi	strimzi	software_tools	CSpell software-terms
stylelint	stylelint	software_tools	CSpell software-terms
stylelintrc	stylelintrc	software_tools	CSpell software-terms
superfences	superfences	software_tools	CSpell software-terms
SUSE	suse	software_tools	CSpell software-terms
SVGO	svgo	software_tools	CSpell software-terms
sway	sway	software_tools	CSpell software-terms
syslog	syslog	software_tools	CSpell software-terms
sysmon	sysmon	software_tools	CSpell software-terms
sysprep	sysprep	software_tools	CSpell software-terms
systemctl	systemctl	software_tools	CSpell software-terms
systemd	systemd	software_tools	CSpell software-terms
Tailscale	tailscale	software_tools	CSpell software-terms
TailwindCSS	tailwindcss	software_tools	CSpell software-terms
TeamCity	teamcity	software_tools	CSpell software-terms
Teams	teams	software_tools	CSpell software-terms
TechDocs	techdocs	software_tools	CSpell software-terms
Techetio	techetio	software_tools	CSpell software-terms
Tekton	tekton	software_tools	CSpell software-terms
telnetd	telnetd	software_tools	CSpell software-terms
Terraform	terraform	software_tools	CSpell software-terms
Terragrunt	terragrunt	software_tools	CSpell software-terms
testcontainer	testcontainer	software_tools	CSpell software-terms
testcontainers	testcontainers	software_tools	CSpell software-terms
textmate	textmate	software_tools	CSpell software-terms
tmux	tmux	software_tools	CSpell software-terms
tools	tools	software_tools	CSpell software-terms
tracecontext	tracecontext	software_tools	CSpell software-terms
Tracefmt	tracefmt	software_tools	CSpell software-terms
traceidratio	traceidratio	software_tools	CSpell software-terms
Tracelog	tracelog	software_tools	CSpell software-terms
traceparent	traceparent	software_tools	CSpell software-terms
Traefik	traefik	software_tools	CSpell software-terms
Trello	trello	software_tools	CSpell software-terms
trex	trex	software_tools	CSpell software-terms
Trivy	trivy	software_tools	CSpell software-terms
trivyignore	trivyignore	software_tools	CSpell software-terms
trufflehog	trufflehog	software_tools	CSpell software-terms
tsbuild	tsbuild	software_tools	CSpell software-terms
tsbuildinfo	tsbuildinfo	software_tools	CSpell software-terms
tsconfig	tsconfig	software_tools	CSpell software-terms
TSConfigs	tsconfigs	software_tools	CSpell software-terms
tzinfo	tzinfo	software_tools	CSpell software-terms
tzutil	tzutil	software_tools	CSpell software-terms
ublox	ublox	software_tools	CSpell software-terms
ubound	ubound	software_tools	CSpell software-terms
Ubuntu	ubuntu	software_tools	CSpell software-terms
ubuntu	ubuntu	software_tools	CSpell software-terms
ulimit	ulimit	software_tools	CSpell software-terms
ultradns	ultradns	software_tools	CSpell software-terms
umask	umask	software_tools	CSpell software-terms
umount	umount	software_tools	CSpell software-terms
Upstash	upstash	software_tools	CSpell software-terms
Valgrind	valgrind	software_tools	CSpell software-terms
VBoxManage	vboxmanage	software_tools	CSpell software-terms
vCenter	vcenter	software_tools	CSpell software-terms
vcpkg	vcpkg	software_tools	CSpell software-terms
Veertu	veertu	software_tools	CSpell software-terms
visudo	visudo	software_tools	CSpell software-terms
Vitess	vitess	software_tools	CSpell software-terms
vmclusterlb	vmclusterlb	software_tools	CSpell software-terms
vminsert	vminsert	software_tools	CSpell software-terms
vmselect	vmselect	software_tools	CSpell software-terms
vmstorage	vmstorage	software_tools	CSpell software-terms
vsce	vsce	software_tools	CSpell software-terms
vscode	vscode	software_tools	CSpell software-terms
vscodium	vscodium	software_tools	CSpell software-terms
Wayland	wayland	software_tools	CSpell software-terms
wget	wget	software_tools	CSpell software-terms
whoami	whoami	software_tools	CSpell software-terms
winsw	winsw	software_tools	CSpell software-terms
Wiremock	wiremock	software_tools	CSpell software-terms
wkhtmltopdf	wkhtmltopdf	software_tools	CSpell software-terms
wlroots	wlroots	software_tools	CSpell software-terms
wrlinux	wrlinux	software_tools	CSpell software-terms
X11	x11	software_tools	CSpell software-terms
xcode	xcode	software_tools	CSpell software-terms
xcodebuild	xcodebuild	software_tools	CSpell software-terms
Xeon	xeon	software_tools	CSpell software-terms
Xfce	xfce	software_tools	CSpell software-terms
xfce	xfce	software_tools	CSpell software-terms
xfonts	xfonts	software_tools	CSpell software-terms
xfwm	xfwm	software_tools	CSpell software-terms
xinit	xinit	software_tools	CSpell software-terms
Xubuntu	xubuntu	software_tools	CSpell software-terms
yamlfmt	yamlfmt	software_tools	CSpell software-terms
yamllint	yamllint	software_tools	CSpell software-terms
yarn	yarn	software_tools	CSpell software-terms
